function	1103_V2_D1_pb	1103_V6_D29_pb	2103_V2_D1_pb	2103_V6_D29_pb	2202_V2_D1_pb	2202_V5_D22_pb	3204_V2_D1_pb	3204_V6_D29_pb	3216_V2_D1_pb	3216_V6_D29_pb	3218_V2_D1_pb
EC:1.1.1.40	68	193	285	250	7	240	20	39	25	13	360
EC:1.5.1.40	41	3	157	173	0	0	7	0	0	6	1
EC:1.14.13.40	4	2	5	4	4	2	2	4	0	2	1
EC:2.7.1.40	1307	852	1319	998	699	695	1022	974	585	734	943
EC:2.7.7.40	77	101	20	20	29	46	116	139	143	233	55
EC:3.2.1.40	292	1009	657	461	74	863	78	109	355	144	1096
EC:3.4.22.40	342	165	568	511	530	417	304	208	251	664	605
EC:3.5.4.40	7	15	2	14	1	21	0	1	2	1	28
EC:3.6.1.40	11	7	0	0	1	1	1	2	0	0	0
EC:4.1.2.40	364	219	214	194	228	445	58	97	99	178	153
EC:4.1.3.40	9	2	0	0	0	0	7	2	2	32	0
EC:4.2.1.40	370	100	39	34	35	50	17	14	55	65	23
EC:1.1.1.41	428	83	98	77	220	40	19	39	41	206	63
EC:1.2.1.41	1302	728	937	879	482	681	696	600	452	672	764
EC:2.3.1.41	90	375	152	72	17	170	17	25	29	14	244
EC:2.4.1.41	0	1	0	0	0	0	0	0	0	0	0
EC:2.5.1.41	0	0	0	0	0	0	0	0	12	86	0
EC:2.7.7.41	1094	662	919	781	384	593	695	618	402	377	672
EC:2.7.8.41	943	552	749	691	656	563	771	481	713	635	422
EC:3.1.1.41	99	84	130	99	162	216	5	12	52	177	85
EC:3.1.3.41	73	72	46	39	43	51	145	254	61	83	63
EC:3.2.1.41	718	330	783	731	137	398	499	472	448	559	670
EC:3.5.4.41	0	0	0	0	0	0	0	0	18	91	0
EC:3.6.1.41	6	10	34	12	0	0	2	3	14	9	43
EC:5.1.3.41	67	29	57	67	179	36	8	38	28	206	68
EC:1.1.1.42	977	701	900	835	415	664	929	844	484	377	773
EC:1.5.1.42	0	2	0	0	0	0	0	0	0	0	0
EC:2.5.1.42	0	0	16	7	0	1	0	0	15	74	2
EC:2.6.1.42	1296	814	1702	1149	724	885	1010	1032	636	822	1052
EC:2.7.8.42	52	20	0	0	3	4	20	6	0	1	0
EC:3.5.1.42	673	378	586	506	395	389	301	423	309	459	544
EC:4.1.2.42	2	2	0	1	0	0	6	14	0	0	2
EC:4.2.1.42	61	35	2	3	3	7	29	21	0	1	2
EC:5.4.99.42	0	0	0	0	0	0	0	0	1	0	0
EC:2.4.2.43	636	110	2	1	4	2	6	3	0	0	3
EC:2.7.7.43	0	1	0	0	0	0	0	0	0	0	0
EC:2.7.8.43	41	105	96	32	7	116	13	6	10	7	147
EC:3.4.23.43	159	147	193	280	130	98	231	109	118	128	86
EC:3.5.4.43	0	0	0	0	1	0	7	12	0	0	0
EC:4.1.2.43	51	49	25	39	0	2	1	23	41	172	12
EC:2.7.1.44	0	0	0	0	0	0	0	0	55	2	6
EC:2.7.8.44	1	0	0	0	0	0	0	0	1	0	0
EC:3.5.1.44	334	150	10	41	7	16	454	293	66	4	83
EC:4.1.1.44	870	435	830	861	245	411	693	722	492	860	703
EC:4.1.3.44	0	0	0	0	0	0	0	0	14	97	0
EC:4.2.1.44	495	166	88	138	58	39	29	49	41	30	46
EC:2.1.1.45	787	461	1142	1022	502	502	763	781	355	668	688
EC:2.4.2.45	3	46	3	31	4	5	14	1	37	1	44
EC:2.7.1.45	801	704	1216	707	472	942	304	301	514	223	1015
EC:3.1.1.45	73	27	0	0	6	2	18	6	0	1	0
EC:3.1.3.45	301	206	183	134	9	135	345	211	16	17	155
EC:3.2.1.45	90	72	240	232	5	92	4	10	63	122	237
EC:4.2.1.45	8	5	27	23	1	26	9	11	27	9	76
EC:6.3.2.45	29	12	30	25	0	17	8	37	1	2	67
EC:1.1.3.46	139	74	117	69	42	124	136	160	122	28	160
EC:1.2.1.46	1	0	0	0	0	0	0	0	0	0	0
EC:1.14.99.46	23	13	0	0	3	0	4	5	0	0	0
EC:2.3.1.46	45	19	0	0	3	1	2	5	0	0	0
EC:2.4.2.46	0	0	0	0	0	0	0	0	0	1	0
EC:2.5.1.46	0	0	3	4	0	4	0	0	11	92	0
EC:2.7.8.46	0	0	0	0	0	1	1	3	0	0	1
EC:3.1.3.46	1	0	0	0	0	0	0	0	0	0	0
EC:3.1.4.46	964	774	852	737	203	674	718	528	244	220	741
EC:3.2.1.46	1	36	3	7	2	4	5	6	27	18	20
EC:4.2.1.46	1765	1091	2433	1866	1198	1371	1557	1520	926	1279	1449
EC:1.1.1.47	6	0	0	2	8	24	25	39	0	3	3
EC:1.14.11.47	30	17	4	0	4	2	3	0	1	0	0
EC:1.14.14.47	0	0	0	0	0	0	0	0	2	0	0
EC:2.3.1.47	362	299	351	258	10	385	42	54	20	24	354
EC:2.5.1.47	1829	1022	1458	1076	627	815	1553	1572	592	583	1186
EC:2.7.7.47	9	12	0	0	1	0	0	0	0	0	0
EC:3.1.1.47	0	4	0	8	0	65	0	108	0	0	1
EC:3.5.1.47	26	5	112	91	5	0	1	5	28	2	2
EC:4.1.1.47	25	13	0	0	4	1	7	6	0	1	0
EC:4.2.1.47	72	305	467	409	42	337	28	54	89	96	457
EC:1.1.3.48	0	0	0	0	0	0	1	0	0	0	0
EC:1.14.99.48	0	0	0	0	0	0	0	0	1	0	0
EC:2.3.1.48	52	18	40	44	139	23	1	0	48	264	77
EC:2.4.2.48	0	0	0	0	0	0	0	0	8	91	0
EC:2.5.1.48	361	187	481	443	236	152	248	115	313	401	265
EC:2.7.1.48	1346	1018	1462	1298	352	835	808	742	537	256	1150
EC:3.1.3.48	2002	990	2586	1699	977	1351	1150	1024	869	1095	1453
EC:3.4.22.48	0	0	0	3	0	0	0	0	3	4	1
EC:4.1.1.48	542	443	479	396	114	346	394	386	152	150	337
EC:4.1.2.48	1086	553	817	781	458	538	665	746	401	599	693
EC:4.2.1.48	0	0	0	0	0	0	84	51	0	0	0
EC:6.2.1.48	41	20	0	1	5	9	25	20	5	6	2
EC:2.5.1.49	3535	2103	3723	2826	1714	2131	3323	2879	1499	1770	2370
EC:2.7.7.49	6523	2729	3243	2727	2719	4206	5331	4740	2320	1494	1409
EC:3.2.1.49	1	0	2	0	2	20	1	1	0	0	17
EC:3.4.23.49	29	8	0	0	0	1	0	2	0	1	0
EC:3.5.1.49	0	1	0	0	3	2	0	0	1	0	0
EC:4.1.1.49	1673	1097	1926	1381	748	1037	1353	1280	845	840	1233
EC:4.2.1.49	110	230	236	133	8	224	43	73	26	21	245
EC:1.5.1.50	12	7	0	0	1	0	0	0	0	0	0
EC:2.7.1.50	1135	452	791	721	599	364	627	563	454	686	445
EC:3.2.1.50	73	361	181	86	10	308	18	112	17	15	402
EC:3.4.21.50	0	0	18	10	0	3	0	0	1	2	53
EC:3.4.23.50	0	1	0	0	0	0	0	0	0	0	0
EC:4.1.1.50	613	106	151	155	9	9	19	26	13	16	2
EC:1.1.1.51	0	0	0	0	1	0	0	0	0	0	0
EC:1.5.1.51	1	0	86	16	1	2	0	0	14	6	112
EC:2.3.1.51	1904	958	1460	1267	700	733	1130	922	652	638	888
EC:2.6.1.51	2	1	22	26	1	4	1	5	12	88	24
EC:2.7.1.51	17	6	0	1	1	13	5	32	0	0	0
EC:3.2.1.51	402	1761	1111	887	260	1597	97	296	281	245	1643
EC:3.4.23.51	59	18	47	43	141	26	4	4	43	234	31
EC:4.2.1.51	253	217	144	68	13	147	18	29	56	100	212
EC:1.1.1.52	0	1	1	0	2	6	6	20	0	2	3
EC:2.4.1.52	435	151	58	34	15	2	516	402	106	4	39
EC:2.4.2.52	18	16	1	0	3	1	2	7	18	94	0
EC:2.6.1.52	1457	784	1524	1200	598	722	977	976	531	675	987
EC:2.7.1.52	291	132	42	47	43	41	0	0	57	79	27
EC:3.1.4.52	421	268	132	198	121	80	224	103	113	167	59
EC:3.2.1.52	1075	1773	1478	1203	357	1850	750	879	408	480	2057
EC:3.4.23.52	0	1	1	0	0	0	0	0	17	97	0
EC:4.1.1.52	0	0	1	3	1	25	0	0	0	0	23
EC:4.1.2.52	3	0	0	1	0	2	7	7	1	1	1
EC:6.3.2.52	0	0	0	0	0	0	0	0	0	1	0
EC:1.14.99.53	2	0	0	0	0	0	0	0	0	0	0
EC:2.4.2.53	359	162	123	147	109	72	144	215	65	49	44
EC:2.7.1.53	6	2	26	17	1	1	4	1	0	4	0
EC:2.7.7.53	33	10	15	19	169	56	94	54	9	37	41
EC:3.1.1.53	336	631	769	745	12	526	23	67	332	661	765
EC:3.1.4.53	34	7	69	92	3	0	1	7	2	2	3
EC:3.4.21.53	2892	1272	1842	1483	567	890	1499	1373	679	788	971
EC:3.5.1.53	509	315	592	473	85	330	611	494	136	62	342
EC:4.1.2.53	8	5	0	2	0	2	14	19	1	5	1
EC:4.2.1.53	663	380	675	668	410	313	416	383	440	590	494
EC:6.3.2.53	4	60	6	58	9	9	26	24	74	12	56
EC:2.3.1.54	2607	1539	2349	2168	1408	1817	2432	2306	1398	1788	1671
EC:2.4.2.54	0	0	0	0	0	0	0	0	9	96	0
EC:2.5.1.54	2439	1082	2066	1381	1116	1174	1272	1300	947	1286	1234
EC:3.4.22.54	1	0	3	1	0	0	0	0	1	0	0
EC:3.5.1.54	10	74	1	76	9	18	15	5	58	1	58
EC:3.6.1.54	65	203	173	116	13	189	21	10	14	11	221
EC:4.2.1.54	93	15	21	6	4	9	0	0	15	79	4
EC:6.2.1.54	0	1	0	0	0	0	0	0	0	0	0
EC:2.5.1.55	218	201	339	302	8	194	13	55	22	20	263
EC:2.6.1.55	95	99	131	182	216	88	9	19	18	33	89
EC:2.7.1.55	27	8	1	0	1	3	2	11	0	0	0
EC:3.1.4.55	52	133	115	68	6	157	15	31	11	18	162
EC:3.2.1.55	1444	1565	2365	1441	1075	1630	1248	974	938	372	1515
EC:3.4.24.55	27	14	0	0	3	2	7	7	0	0	0
EC:3.6.1.55	2286	1114	2029	1435	505	802	2992	2364	986	875	1250
EC:4.2.1.55	2	2	26	59	0	10	9	10	11	41	6
EC:6.3.2.55	0	0	1	0	0	0	0	0	0	0	0
EC:2.5.1.56	0	0	0	0	2	0	0	0	1	0	0
EC:2.7.1.56	1237	556	716	543	257	315	824	708	333	192	389
EC:2.7.7.56	403	86	286	272	355	116	123	115	146	482	218
EC:1.1.1.57	651	362	408	373	274	430	288	296	285	101	380
EC:1.14.99.57	0	1	1	0	0	0	0	1	3	1	0
EC:2.3.1.57	505	496	765	453	227	532	17	88	141	185	471
EC:2.6.1.57	390	90	100	94	6	3	32	25	5	1	3
EC:3.1.4.57	40	55	21	18	3	36	26	76	19	25	52
EC:3.6.1.57	0	0	15	5	0	0	0	0	21	64	12
EC:4.1.2.57	26	15	0	0	1	1	7	4	0	0	0
EC:1.1.1.58	538	395	603	241	381	513	199	231	245	61	480
EC:2.4.1.58	4	0	0	0	0	0	0	1	1	0	0
EC:2.7.1.58	30	17	1	0	2	2	2	7	1	0	0
EC:3.1.4.58	36	19	4	1	10	7	24	20	16	90	2
EC:3.2.1.58	156	26	220	245	241	85	125	71	116	231	134
EC:3.6.1.58	0	0	1	0	0	1	0	0	0	0	0
EC:5.4.99.58	1	0	0	0	0	0	6	2	0	0	1
EC:6.3.2.58	0	0	0	0	0	0	0	0	1	0	0
EC:1.2.1.59	0	0	0	0	0	0	0	0	26	111	1
EC:1.14.13.59	0	0	0	0	0	0	0	4	0	0	0
EC:2.4.2.59	0	1	11	6	0	0	0	0	1	0	22
EC:2.6.1.59	97	100	127	175	72	44	26	56	77	61	61
EC:2.7.1.59	11	7	4	0	2	1	2	2	1	0	0
EC:2.7.7.59	178	33	296	281	210	108	154	81	125	360	165
EC:3.1.4.59	1563	701	894	798	314	386	851	746	391	225	504
EC:4.1.1.59	96	162	220	272	97	135	92	64	105	201	104
EC:4.2.1.59	1089	639	778	698	399	426	694	649	350	347	414
EC:1.1.1.60	26	15	13	5	3	5	3	2	4	6	5
EC:1.2.1.60	1	1	0	0	0	0	4	0	0	0	0
EC:1.14.99.60	21	12	0	0	3	0	8	5	0	0	0
EC:2.4.1.60	0	0	0	0	0	0	0	0	1	0	5
EC:2.7.1.60	31	13	5	1	2	1	9	6	1	1	1
EC:2.7.7.60	1120	535	1048	914	537	501	713	579	302	608	713
EC:1.1.1.61	7	2	12	11	2	9	1	18	6	7	10
EC:2.1.1.61	10	3	0	0	0	0	0	0	0	0	0
EC:2.3.1.61	52	41	20	18	11	77	5	40	4	4	82
EC:2.5.1.61	680	263	483	339	73	152	521	417	78	142	189
EC:2.7.7.61	20	12	0	1	3	1	9	0	1	3	3
EC:2.6.1.62	565	370	235	249	44	253	62	77	103	58	274
EC:2.7.7.62	0	0	0	0	0	0	0	0	19	116	0
EC:3.4.21.62	0	0	0	0	0	1	4	1	3	0	5
EC:5.4.99.62	61	17	86	68	6	7	17	16	4	0	6
EC:2.1.1.63	740	302	384	344	288	300	165	198	194	334	342
EC:2.7.1.63	103	7	146	139	149	71	89	68	84	281	136
EC:3.6.1.63	36	9	0	0	11	19	24	42	0	0	0
EC:1.14.11.64	36	11	0	0	2	0	1	5	0	0	0
EC:2.4.1.64	0	2	1	0	0	0	1	6	3	0	0
EC:3.4.24.64	0	0	1	2	0	1	0	0	0	5	1
EC:1.1.1.65	245	38	409	482	344	161	236	151	185	601	286
EC:2.7.7.65	1143	444	335	384	87	107	1173	883	133	84	193
EC:3.2.1.65	1	2	25	12	3	0	0	5	32	1	1
EC:3.6.1.65	30	5	0	0	2	1	11	3	0	0	0
EC:4.1.1.65	941	465	602	548	178	387	518	514	118	112	331
EC:2.6.1.66	27	8	0	1	1	22	6	30	0	0	26
EC:2.7.1.66	50	21	69	45	121	20	3	7	36	146	59
EC:2.7.7.66	5	7	1	0	0	0	1	1	0	0	0
EC:3.4.21.66	7	33	13	12	0	38	4	6	6	1	32
EC:3.6.1.66	1190	673	1281	926	548	629	777	751	478	809	786
EC:1.1.1.67	7	50	11	16	1	36	1	7	6	3	0
EC:1.2.1.67	0	0	0	0	0	0	0	0	0	1	0
EC:2.7.1.67	0	1	0	0	0	0	0	0	0	0	0
EC:2.7.7.67	0	0	0	0	0	0	0	0	7	75	0
EC:3.2.1.67	0	0	0	0	0	0	17	39	2	2	1
EC:3.6.1.67	1	4	0	0	0	0	5	1	0	0	0
EC:1.2.1.68	0	0	0	0	0	0	0	1	0	0	0
EC:1.14.11.68	0	3	0	0	0	0	0	0	0	0	0
EC:2.5.1.68	1	0	0	0	0	0	1	0	1	2	0
EC:2.7.7.68	0	0	0	0	0	0	0	0	19	79	0
EC:3.2.1.68	2034	831	1443	1405	763	600	1379	911	579	816	752
EC:4.2.1.68	0	0	0	0	0	0	0	0	14	30	12
EC:1.1.1.69	419	502	591	417	246	459	329	343	269	71	647
EC:3.6.1.69	130	13	222	231	213	93	141	64	111	333	162
EC:1.2.1.70	444	239	217	301	132	104	257	368	130	266	146
EC:2.7.7.70	10	4	8	7	1	2	7	3	0	0	3
EC:3.1.3.70	9	9	0	0	3	0	2	1	0	0	0
EC:3.2.1.70	610	161	414	223	53	94	455	311	82	20	85
EC:3.4.22.70	1330	597	1864	1752	553	479	1371	1033	1030	1745	909
EC:3.4.24.70	37	17	5	3	4	23	15	79	1	2	28
EC:4.2.1.70	19	15	0	1	2	7	8	7	2	7	1
EC:1.2.1.71	12	5	0	0	0	1	2	3	0	0	0
EC:2.7.1.71	1897	1069	1421	1344	569	736	1423	1217	551	616	750
EC:2.7.7.71	0	0	1	1	0	0	0	2	2	1	3
EC:3.1.3.71	2	0	0	1	3	1	1	4	13	108	0
EC:3.4.22.71	2594	1360	1417	1453	927	742	3215	2452	845	1093	894
EC:4.1.1.71	0	0	1	0	0	0	0	0	0	5	0
EC:1.2.1.72	17	7	0	0	2	1	6	4	0	1	0
EC:2.1.1.72	1864	1292	4140	2923	1233	1730	2652	2264	1626	2207	1780
EC:2.5.1.72	1184	659	798	673	621	495	785	747	351	646	625
EC:2.7.7.72	3	0	0	0	0	0	3	0	10	94	0
EC:2.7.1.73	35	8	0	0	3	1	16	5	0	0	0
EC:2.7.7.73	455	132	210	245	26	42	17	27	112	346	133
EC:3.1.3.73	1083	674	1069	678	352	552	490	418	313	155	623
EC:3.6.1.73	22	10	0	0	3	4	15	3	0	0	0
EC:2.1.1.74	415	173	262	184	198	122	41	75	159	211	175
EC:2.5.1.74	162	167	305	291	185	228	137	114	117	324	376
EC:3.1.1.74	2	0	0	0	0	0	0	0	0	0	0
EC:3.1.3.74	9	0	0	0	1	0	0	0	0	1	0
EC:4.1.1.74	2	1	0	0	0	0	0	0	0	0	0
EC:2.5.1.75	871	544	851	693	444	540	527	415	300	544	714
EC:2.7.7.75	905	437	569	506	214	299	532	406	237	174	319
EC:4.2.1.75	36	169	296	243	6	217	7	16	25	82	241
EC:1.2.1.76	0	0	11	16	0	1	0	0	3	6	8
EC:2.5.1.76	5	9	19	9	1	10	0	0	2	2	27
EC:2.6.1.76	18	9	4	1	5	3	0	0	8	38	7
EC:2.7.1.76	0	0	0	0	0	0	0	0	1	0	0
EC:2.7.7.76	914	390	422	489	434	392	1533	1158	338	356	286
EC:1.1.1.77	1627	888	1877	1224	853	1285	1190	889	937	1019	1087
EC:2.1.1.77	17	10	0	0	2	1	8	2	0	0	0
EC:2.6.1.77	1	0	0	0	0	0	5	0	0	0	1
EC:2.7.7.77	40	64	16	48	66	21	28	12	75	118	50
EC:3.1.3.77	1	0	0	0	0	0	0	0	0	0	0
EC:4.2.1.77	0	0	1	0	0	0	0	0	0	0	0
EC:1.13.11.78	0	6	6	0	0	0	0	0	0	1	0
EC:2.3.1.78	0	0	1	0	0	3	0	0	1	0	0
EC:2.5.1.78	1063	717	1370	837	379	730	779	592	498	412	724
EC:3.2.1.78	84	361	182	235	18	221	36	35	231	151	340
EC:3.4.24.78	573	345	467	433	157	201	429	406	228	142	317
EC:1.13.11.79	0	0	0	0	0	1	0	0	0	0	0
EC:2.1.1.79	454	198	352	448	390	224	808	539	168	217	203
EC:2.3.1.79	1398	588	1275	941	629	731	1465	1090	508	652	782
EC:2.7.7.79	0	0	0	0	0	0	0	0	2	8	0
EC:3.1.1.79	1	0	0	0	0	0	0	0	0	0	0
EC:4.1.1.79	0	0	0	0	0	0	0	0	8	89	0
EC:4.2.1.79	20	8	0	0	1	0	7	2	0	0	0
EC:1.1.1.80	61	37	10	7	5	6	14	16	5	12	4
EC:2.1.1.80	342	206	23	50	9	39	432	352	88	29	84
EC:2.4.1.80	1	0	3	3	0	0	1	0	0	0	1
EC:2.7.7.80	701	499	822	854	573	696	1535	1155	406	370	491
EC:3.2.1.80	58	224	209	237	76	335	86	70	246	207	363
EC:4.2.1.80	3	0	0	0	0	0	4	1	2	0	1
EC:1.1.1.81	15	3	0	1	0	0	0	2	0	2	0
EC:1.2.1.81	54	17	0	0	0	1	12	9	0	0	1
EC:2.3.1.81	4	7	38	8	3	2	2	4	12	2	19
EC:2.6.1.81	16	6	0	0	2	0	6	2	0	0	0
EC:2.7.7.81	0	1	15	3	0	0	0	2	2	3	10
EC:3.1.1.81	8	2	3	1	3	3	6	16	2	5	6
EC:3.5.1.81	4	5	2	4	2	0	2	3	4	1	2
EC:4.1.1.81	1363	801	1139	950	348	506	870	701	394	225	601
EC:2.3.1.82	52	65	13	19	19	11	488	303	57	8	3
EC:2.4.1.82	0	0	0	0	0	0	0	0	0	1	0
EC:2.6.1.82	46	22	58	46	20	22	11	6	59	70	26
EC:2.7.7.82	11	8	4	3	14	7	4	4	6	0	1
EC:3.2.1.82	1	1	0	0	0	0	1	0	0	0	0
EC:4.1.1.82	1	0	7	3	0	0	2	6	3	2	25
EC:4.2.1.82	6	0	0	0	6	1	5	0	0	0	0
EC:2.4.1.83	31	152	143	63	6	155	5	5	13	22	195
EC:2.6.1.83	1135	853	1075	911	338	695	970	1030	399	328	910
EC:2.7.1.83	103	92	99	68	42	71	31	73	131	15	166
EC:3.1.1.83	418	183	500	367	92	143	495	353	105	66	129
EC:3.1.3.83	1	0	0	0	0	0	0	0	0	0	0
EC:3.4.21.83	195	27	253	315	247	93	163	107	130	376	186
EC:3.4.24.84	0	0	12	7	0	1	0	0	0	1	6
EC:3.5.1.84	46	11	2	0	0	1	2	8	6	18	19
EC:1.1.1.85	1538	772	1530	1054	515	897	923	888	583	658	1040
EC:2.1.1.85	0	0	0	0	0	0	0	0	1	0	0
EC:2.6.1.85	198	200	416	485	226	201	154	128	159	399	393
EC:2.7.1.85	44	6	40	40	0	0	0	0	35	71	49
EC:2.7.7.85	1170	672	991	785	448	577	613	572	312	363	574
EC:3.1.1.85	46	99	61	20	5	106	13	10	5	1	152
EC:3.1.3.85	60	4	109	95	31	18	71	37	61	201	53
EC:3.2.1.85	99	49	159	160	346	57	4	3	80	374	110
EC:4.1.1.85	7	1	0	0	0	1	4	2	0	0	0
EC:1.1.1.86	1572	881	2138	1531	812	1174	1070	980	934	1160	1405
EC:2.1.1.86	0	0	0	0	0	0	0	0	55	385	0
EC:2.5.1.86	1	0	0	0	0	0	0	0	0	0	0
EC:3.1.1.86	1	0	0	0	0	0	0	0	0	0	0
EC:3.2.1.86	1270	575	1149	929	700	752	1558	1210	860	1023	726
EC:4.1.1.86	3	2	0	0	0	0	0	0	0	0	0
EC:1.2.1.87	217	213	297	401	281	204	838	915	232	246	220
EC:1.3.1.87	0	0	0	0	0	0	2	0	0	0	0
EC:2.5.1.87	2	1	0	1	1	1	0	1	1	2	2
EC:2.6.1.87	293	56	0	0	0	0	0	0	0	0	0
EC:2.7.7.87	1354	713	1227	851	557	543	829	672	475	635	727
EC:4.1.1.87	4	0	0	0	0	0	3	11	0	0	0
EC:1.1.1.88	33	13	28	6	8	10	1	5	31	38	3
EC:1.2.1.88	4	10	18	11	0	1	1	1	2	2	59
EC:2.6.1.88	7	6	0	0	1	0	6	1	0	0	0
EC:3.4.21.88	1902	962	1526	1181	680	720	964	824	772	940	717
EC:3.5.1.88	2757	1316	2507	2018	1445	1281	1863	1707	1146	1630	1556
EC:1.3.1.89	0	0	0	0	0	0	0	0	0	0	1
EC:2.3.1.89	70	23	142	129	123	27	6	11	41	125	59
EC:2.5.1.89	0	1	0	0	0	0	0	0	12	86	0
EC:2.7.1.89	19	10	0	0	2	0	3	2	0	0	0
EC:2.7.7.89	10	2	9	8	64	26	32	23	7	11	36
EC:3.1.3.89	90	48	147	125	24	56	32	49	59	10	57
EC:3.2.1.89	815	315	505	314	312	334	618	443	119	84	380
EC:3.4.21.89	2026	1244	1718	1362	756	938	2111	1674	750	671	1438
EC:3.4.24.89	5	7	9	10	7	4	0	0	1	4	1
EC:1.1.1.90	5	0	2	0	1	7	35	19	0	2	0
EC:2.1.1.90	0	0	0	0	0	0	0	0	13	117	0
EC:2.5.1.90	60	185	72	30	7	148	20	41	13	8	166
EC:2.7.1.90	36	168	182	113	7	207	10	18	13	23	222
EC:3.1.3.90	264	125	59	39	22	33	11	23	52	15	28
EC:3.5.1.90	19	3	74	95	2	5	1	3	19	94	9
EC:4.2.1.90	17	10	0	0	1	0	0	0	0	0	0
EC:1.3.1.91	0	0	0	0	0	0	0	0	1	0	0
EC:2.7.1.91	0	0	0	0	0	0	0	1	0	0	0
EC:2.6.1.92	0	0	0	0	0	0	0	0	20	66	0
EC:2.7.1.92	424	158	93	130	70	39	10	19	46	42	24
EC:2.7.7.92	0	0	1	1	0	0	0	0	2	1	0
EC:3.4.21.92	1082	608	1694	1196	713	831	923	828	564	913	949
EC:3.2.1.93	35	16	28	10	8	2	20	40	20	4	6
EC:4.2.1.93	0	0	0	0	0	0	0	0	0	1	0
EC:1.1.1.94	1241	651	1028	934	447	612	751	708	353	540	746
EC:3.5.1.94	1	0	0	0	0	0	7	0	0	0	0
EC:1.3.1.95	0	0	0	0	0	0	0	0	0	1	0
EC:2.7.1.95	9	16	31	28	1	0	0	1	1	5	1
EC:2.5.1.96	0	0	0	0	0	0	0	0	0	1	0
EC:2.6.1.96	0	0	1	0	0	0	0	0	0	0	0
EC:3.1.1.96	785	509	859	703	522	545	519	421	427	667	730
EC:3.2.1.96	381	186	405	234	56	147	558	364	53	32	129
EC:3.4.21.96	2	8	20	6	5	1	3	0	4	1	2
EC:3.5.1.96	14	6	0	0	5	0	7	3	0	1	0
EC:4.1.1.96	895	564	668	614	190	442	658	629	244	124	427
EC:2.5.1.97	30	12	20	7	0	1	13	5	26	87	13
EC:3.1.3.97	427	357	363	336	230	249	249	167	230	491	286
EC:3.2.1.97	85	16	94	66	347	156	245	134	34	82	109
EC:1.3.1.98	1469	761	1273	1101	860	595	895	645	468	871	838
EC:2.1.1.98	0	0	0	0	0	0	0	0	14	76	0
EC:2.6.1.98	0	0	18	10	0	15	0	1	1	3	27
EC:4.1.1.98	279	95	4	9	7	20	17	5	7	9	30
EC:1.2.1.99	1	0	0	0	0	0	12	2	0	0	0
EC:2.7.7.99	9	66	110	73	1	103	8	9	8	4	71
EC:3.2.1.99	148	348	161	141	12	298	106	88	68	21	342
EC:1.1.1.100	2651	1701	2722	2378	1404	1287	1804	1640	1224	1499	1731
EC:2.7.1.100	143	100	15	34	107	102	469	635	95	92	139
EC:2.3.1.101	0	0	0	0	0	0	0	0	31	227	0
EC:2.5.1.101	12	68	10	1	0	1	1	3	5	3	3
EC:2.7.1.101	54	39	0	1	2	3	0	3	0	0	0
EC:2.7.7.101	1465	779	1227	1111	609	708	771	703	569	793	929
EC:3.5.1.101	0	0	0	0	0	1	0	0	0	0	0
EC:4.1.1.101	49	17	15	1	0	0	13	11	26	1	1
EC:2.3.1.102	0	0	0	0	0	0	0	1	0	0	0
EC:2.6.1.102	392	195	56	14	0	5	552	336	26	107	14
EC:2.7.7.102	0	0	0	0	0	0	0	0	11	71	0
EC:3.2.1.102	0	0	0	0	1	0	0	0	0	0	0
EC:3.4.21.102	1205	1208	1261	828	258	1043	704	560	394	336	1216
EC:3.5.1.102	0	0	0	0	0	0	0	0	11	79	0
EC:4.1.1.102	0	0	0	0	0	0	0	1	0	0	0
EC:1.1.1.103	20	6	2	8	2	20	8	40	3	6	46
EC:2.7.7.103	128	44	20	12	2	16	947	592	48	92	47
EC:3.1.1.103	2	0	0	0	0	0	0	1	2	0	0
EC:3.1.3.103	1	0	7	6	0	0	0	0	2	1	3
EC:4.2.1.103	0	0	35	2	2	0	0	7	0	0	0
EC:1.3.1.104	0	0	0	0	0	1	0	0	0	0	0
EC:2.1.1.104	25	156	124	50	6	146	2	3	16	8	189
EC:3.1.1.104	11	12	4	22	5	1	85	123	3	5	4
EC:3.1.3.104	60	112	187	188	12	60	20	29	78	32	84
EC:3.2.1.104	0	0	0	0	0	0	0	1	0	0	0
EC:3.5.1.104	1867	1220	1206	1046	460	721	1695	1367	595	489	987
EC:4.1.1.104	23	8	1	0	1	3	22	28	0	1	0
EC:4.2.1.104	0	0	7	2	0	0	0	0	4	1	9
EC:1.1.1.105	0	0	0	0	0	0	0	0	1	2	0
EC:2.5.1.105	83	57	52	31	2	58	23	28	15	40	117
EC:3.1.3.105	0	0	0	0	0	0	0	1	0	0	0
EC:3.4.21.105	459	260	266	207	93	176	656	394	212	227	301
EC:3.5.1.105	112	31	65	59	4	6	17	22	10	32	8
EC:4.1.1.105	11	0	0	0	5	4	26	40	0	0	0
EC:3.1.1.106	1074	527	1443	671	85	406	1534	956	437	344	511
EC:4.2.1.106	2	0	0	0	0	2	39	25	2	0	0
EC:2.1.1.107	9	6	9	1	4	0	6	4	22	105	4
EC:2.7.1.107	1115	541	1076	969	263	490	573	431	346	616	554
EC:3.1.1.107	40	12	0	0	0	0	0	2	0	0	0
EC:3.2.1.107	0	1	11	3	0	5	0	0	0	0	42
