ASV	1103_V2_D1	1103_V6_D29	2103_V2_D1	2103_V6_D29	2202_V2_D1	2202_V5_D22	3204_V2_D1	3204_V6_D29	3216_V2_D1	3216_V6_D29	3218_V2_D1	3218_V6_D29	taxonomy
b264ac8ff5f9aff74f0b9aa084d9a9f0	20964	4889	5086	8376	3316	10302	17303	10392	1197	107	939	12012	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis
8f6e2a91e20994c00566a5ff2b49506e	4098	1291	1526	2430	6338	5637	18485	13824	3042	3215	499	4608	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
c5be3cbb0c4c3ad43d1c9902233d0993	9328	3919	861	1136	6820	5696	7125	5586	2065	1283	335	1392	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
b6a1cfc87c3ffa7f96227d4a372d8dd7	0	0	318	625	816	2703	0	0	1268	9355	1987	25427	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis
8d478879084ed7c88660c8b0c4b24923	3872	1040	2226	1234	0	18	0	0	1896	3797	975	14593	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
38b7580c13cf081c9f279006c2dc70b9	9219	1356	623	687	6957	6682	16	2749	0	63	351	131	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__longum
df3d6113f855e22f2a6d44e60f01baa7	1816	881	50	87	5402	6027	3164	583	1393	8431	128	473	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
15e05255b2aa8ee3524ca61eb207bb18	9121	1245	1995	3731	7176	4754	0	0	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens
9df251784dde31e05f02b2ee1029d71c	3425	1661	839	1776	4899	8524	23	0	1218	852	267	1636	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
dfa833b266bd2993b86feab3617b34c3	0	64	0	193	0	2617	0	21951	0	0	0	142	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
bbae6ed124f4d6b48435a964a95c8418	3555	960	667	608	2667	9833	0	0	688	91	569	4628	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
3534b4be198dac95882f6e730b647c60	2487	572	146	153	1740	1081	5821	5064	873	1190	330	1572	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
22f4ee9a41a4d73580bf7ade8e9e017a	4130	1155	640	449	194	3445	5068	257	1006	71	510	2747	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
3f3a0eaeea9c0690b6ede1b17b4fd8ce	9623	690	2659	5827	0	0	0	0	0	0	52	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__adolescentis
93b58b0ba0d326e9c8d1a81f8672c16a	5543	1584	530	829	1351	3305	0	0	1734	1931	146	331	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
c7d1ed6c70202259164edf3ee7806f0c	1614	1496	1035	4388	2648	2141	0	0	1292	548	137	1556	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
b978450e75ae38f47e8e4fadc48bbd0b	2128	554	609	1318	3680	1634	0	0	1488	4634	62	209	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
ad89a9d5fec4408fafb73e7225f44d08	5054	1296	684	1144	917	1246	0	0	1204	1652	134	1662	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__longicatena
b6635d67cb594473ddba9f8cfba5d13d	662	5026	1197	244	89	2426	150	91	172	0	646	2167	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
c016d7dfa3b6d4108112ec0a5fc2b5c5	11521	1010	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas; s__
4d6fe682a4dd9aad8decfab830a193e0	262	832	0	0	0	0	32	18	36	26	2163	7890	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__
26639d9f66c6c2106996b1c162605ff8	0	0	0	0	0	0	0	0	527	10707	0	0	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter; s__
2eedf896e95f02090d22dd3e68742ce7	1414	655	400	1271	526	801	1984	2429	244	262	50	563	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum
f7d40e3c3a3e3a250186ad650ae6ae42	4089	1141	1003	592	0	0	1789	1948	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
c6fdf631c16099e62a83c66db8a7a6f1	2502	1540	1786	1619	154	600	0	0	429	255	535	1074	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis
9eaff8c3aca7b74962decea682803d9c	64	365	349	23	602	390	444	458	877	1715	268	4863	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales
4608cf2aa614ad44e2e4c90e5145221e	149	181	145	135	448	734	4284	799	101	464	167	1537	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__
77c76da8a1d97a35f432b351cb88bd06	0	0	0	0	0	0	6	0	0	0	885	7978	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme
b4ed8ec9d3313b1ae0b929812511444b	47	0	0	90	0	0	26	108	990	3421	78	4060	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__
4516aa60a483dd8c7bbc57098c45f1a5	555	268	2218	1049	369	1532	0	0	1392	117	504	508	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
cd92d97cf09762e4b1f971a1c5590ef7	0	0	0	0	140	1004	4593	2597	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia
df5c1ef25ab497ab767dcbb6be082f83	0	0	12	0	0	0	22	0	44	63	6130	2039	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila
f2cbb29998f80ea0d81f9cde98ee136e	1200	63	0	0	2286	104	0	531	483	2773	41	557	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__celatum
af2150fef76b295092cd60a788cbe500	1107	347	831	1082	188	352	0	0	379	97	222	3108	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
35fd41579b5eec27ec14c400c586c480	0	0	0	0	180	1615	106	2583	0	0	1923	1021	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
31c7bc067538dcf7916e8b7cbefa44e5	281	357	360	795	307	893	1485	291	647	1445	190	297	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
ffc36e27c82042664a16bcd4d380b286	3754	1118	0	0	260	394	1191	480	0	0	40	35	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
ad52bbef279fc1fe7a3ca1c4b1fb9710	0	0	0	0	0	0	0	0	4067	2496	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__biforme
de326415d7da08cec9a721520eee87f5	0	0	0	0	0	0	3771	2747	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
6aecdefb54ce134bd38af02b1c7e7187	0	0	5691	662	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
c728ad6f5d183cb36fa06b6a3a47758b	887	462	183	269	0	1915	817	253	192	0	206	1105	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
9960b20e17a6ebd5bf31b249c3503956	0	0	60	0	0	0	0	202	318	4246	155	1152	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__SMB53; s__
4a06f2e0603b22ce26cb09eadc25e193	4727	1389	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
52ba52e30f9d5544bdace0dc6dd18956	1135	257	29	62	765	487	1087	936	110	190	140	620	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
b26f1372910de791b2460928cc549616	0	0	0	0	0	0	0	0	297	1690	551	3030	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__
675d47d0e00ce464efcc06550c8d986f	248	270	1029	866	316	1216	0	0	590	94	32	901	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
25af29e1b2d121f8aae468d270d75518	0	0	993	0	99	2172	0	0	988	0	86	1175	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__faecis
b5e62b95d0b864fe4e6850882bfa45c1	0	0	0	0	0	0	2591	2646	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
1e00db7be0890911b95ab4992a4118cc	0	44	566	1445	199	1894	0	0	437	636	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
2ee585c245a593473acb21bdf1d7a460	125	109	124	300	63	208	2190	401	527	848	0	124	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
409f711b59152d57926cf444c5577087	293	0	587	327	282	0	421	556	1943	48	156	340	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
a17b15cbff2581dc40a893826e36733f	4490	417	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas; s__
66938301665655de90b8b7c7a6e6acb6	4453	433	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas; s__
a39d801345fa448b725cc560f78f64bd	0	0	0	0	0	0	2347	2412	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii
c287da853235f9a98089163fdca87226	0	0	351	357	709	571	0	0	733	64	91	1784	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
c29919216bd6a6713038fd18691cc505	1095	0	1119	2328	0	0	0	0	0	0	85	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__
4f904ebdd10ebd14b54b088e8710dd22	1209	329	36	0	580	208	57	144	1016	407	44	498	k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae; g__Turicibacter; s__
3aef8bb7f47464bd8c11e5692ab3975f	552	178	225	817	63	141	0	0	10	1283	447	717	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
41388070b02a7c162aa7245ce4812ebd	0	0	0	0	1743	1712	0	963	0	0	0	0	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__longum
b74ab6944f5a7e98a99e29bcbea455c0	0	0	777	618	0	0	43	0	0	0	722	2241	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ce0837f50ab0a7abc73bddc82e8b55e6	0	0	65	47	89	1595	0	0	0	0	593	1866	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
9cb986fb9a5d33f51977148b33c14fcb	0	0	823	341	0	0	0	0	49	104	367	2476	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus
0700b7f158c822737fdab28f9a1e4b53	119	83	1378	1375	0	268	0	0	422	38	52	365	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii
a4cd6152db4ba6371bd3d35fcda62a19	0	1231	0	0	1749	182	0	519	0	0	0	0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
e9398bc0ad9626bc4742c93fd0363bac	16	1434	47	70	0	0	80	79	0	0	261	1622	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
0e6b4887dd616c85dc5bc1c268916abc	0	0	0	0	0	0	0	0	0	0	0	3559	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
5943444d2657fbff0598888dd23d1464	3005	308	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megamonas; s__
bc9350a59b80d8d6ba12aa3b47ef571d	788	190	88	34	156	623	0	0	190	979	29	223	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__catus
9243bc95f3bb4eba8fabc522fa335a7f	0	0	0	0	0	0	0	0	0	0	1097	2148	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae
d91b5c77b23b27230a16c7dc4325f4cd	0	387	0	371	91	297	304	48	560	0	127	929	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__
47f3d645d96038371757074de1d8fb8d	140	11	37	16	206	2004	100	34	0	0	202	230	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__fragilis
11902be998c8092e98cbe98af2f648af	777	38	0	0	183	239	499	1124	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus
edc06e5f20535c71071803ccc27290d8	580	341	129	267	298	335	0	0	264	358	28	193	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__formicigenerans
a00b4fdac316fe32b233507d015a5712	0	0	286	125	415	1225	0	0	680	27	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
41441734c03c3315ee654d49486dcbcb	0	0	0	0	0	0	1264	1475	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum
0a49a32752b611a144ddd506a2155134	347	2341	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Paraprevotellaceae]; g__[Prevotella]; s__
84d3aa3cef3eefd518d6d396b065a951	228	18	87	72	204	545	241	823	0	0	75	355	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium; s__spiroforme
227150a66a20144052651a21613100be	1676	377	0	0	0	0	492	65	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Acidaminococcus; s__
ef5e77ff69dbec2539817e47c0c9f29f	0	0	0	0	0	0	1368	1229	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
70d55baf78e9ac4d0babeac5dcbae5c2	208	491	414	439	0	777	0	0	16	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis
bb35a35e317aeaf3cdd5bef973af2498	0	0	0	0	0	0	1326	28	0	19	80	823	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__torques
06858df2fbd352aedac92c93a62a4b5a	1578	377	0	162	0	0	0	0	54	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
6a80316731f1f273194f038f5df680ad	1984	153	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Megasphaera; s__
e5225d9ad60cd54861511a228f4809fd	0	0	239	97	0	0	0	0	20	0	557	1206	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__distasonis
51d884cb2660dd8b33068678bad40357	0	0	0	0	0	0	196	1798	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__
011755eb178e98e08caf70b914473557	0	0	0	0	0	0	0	0	0	0	455	1500	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
ca60f9527111263bca48622331f2b3f6	0	0	272	126	16	553	0	0	4	0	391	557	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis
4a5d2a184f229de74e17565e4c13a7d9	988	24	402	426	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
c7ab97d55e96d77352a9279a6de3990a	0	0	0	0	0	0	1024	793	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
400ef329b2c43b49217289537bb77633	60	53	102	342	0	29	0	0	331	124	31	726	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
27460ebd5ca1194ad683c271dadf51b2	0	0	1002	793	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
8eb4e34fd58ab95fa2efab34940c01fa	0	0	0	0	0	0	0	0	1559	159	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
366cfcaed361574927784f56710c340d	0	0	0	0	0	0	0	0	1558	152	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
2db5ff795ad81b820216c1b79a1df48a	0	0	0	0	0	0	0	0	20	0	236	1406	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__eutactus
7931ef4ba7852a196ef9674b8fc64631	0	0	68	126	0	0	619	143	0	0	60	580	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
f7035cbf3dd378172a24fb9ce26588b3	0	0	664	891	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
bf37c87f8841a9f1a2cd20db4fa18b74	0	0	251	288	0	0	0	0	91	6	100	806	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
33702ac2f20c944d2fa15358fb40c02e	0	0	119	169	0	0	0	0	111	480	0	630	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
0c4e539025fbfff3931057863cb8bb6c	0	0	0	0	858	644	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__
6b6d13f1332283e053c18c3b7774b85c	0	0	0	0	0	0	0	0	1411	80	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
6da99560114bf80c0c398c067d9af907	0	0	0	0	0	0	0	0	0	0	152	1337	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__callidus
a76bceb8556d98d20da8b2e65d2a974d	0	0	134	281	127	666	0	0	0	0	24	146	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
93ce728590524a25fccfa2421a012999	0	0	629	726	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Dialister; s__
97b5344d1f74180574c7eccef8435871	81	0	0	0	0	0	0	0	104	0	108	1023	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae
efa98c673cef7e11e51b27d01167c2af	942	80	0	0	129	0	0	0	0	0	32	128	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
5a5487cfa28476bc1231e24e68e8aaad	634	186	0	0	0	0	0	0	0	0	114	372	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
7264589ddb2564833538529c953df6bc	0	0	171	263	455	309	0	0	0	0	0	99	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
b63160ce9a40399735fc54217006845d	0	0	0	0	0	397	0	0	186	295	167	233	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__
ef2ad5b85908309bc54f4be28ee6470c	1039	209	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__
7119463207e054a38b75d3384e52e53e	967	264	0	0	0	0	0	0	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
be20a0e31e7107e6fd34f5d8472b6108	228	83	0	0	0	0	0	0	113	801	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__
bca3abd582a9ed6d8082a49c5ba99519	1189	20	0	0	0	0	0	0	0	8	0	0	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__
224d266b147588a000917723c0268775	51	90	0	40	0	111	0	0	15	11	484	407	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__onderdonkii
1fdc4b313e25bd9e9100aca09cadd081	0	0	1078	128	0	0	0	0	0	0	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__
7b6d335d29fb8edf989ba7d03a848d84	26	195	419	24	0	34	0	117	262	0	0	121	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia
5efe9c4123ddb4fd8e8b4da7886b0a2f	0	0	0	0	501	187	0	0	481	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
05d757dba88ddd1e1e4e9974857a2b09	0	0	234	148	74	212	0	0	54	207	17	189	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
d4d386b7d01baf327f6b43aa568cb9e7	0	0	193	64	26	647	47	20	26	0	45	62	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
d2d85f94e925e49f3cf55d543f0399fb	0	0	0	0	0	0	0	0	1024	101	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
da8b26f82eb70e299518e149ae85f3d9	117	0	129	72	110	238	0	0	118	7	109	224	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Butyricicoccus; s__pullicaecorum
649cbde488806ce5d18474b8b181e9c1	74	44	166	312	0	0	372	148	0	0	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__
7995a612a6216f9f54f123fad99d4148	0	0	0	0	0	0	0	0	1001	110	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
b03de8408f8ac47026e0a3f8ed1bf79a	0	0	155	291	0	0	0	0	197	466	0	0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
3adfcfa6caaacaa41dc7571330a74676	25	4	187	211	184	137	0	0	57	51	0	250	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__
a274684702022dbc981e915f9ee31a65	0	0	0	0	0	688	0	0	0	0	0	398	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia
5859c644498bf396619fcca4ed014b8d	0	0	0	0	0	379	0	0	0	0	177	514	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
b8f980ec6ad0c86efb83bd1f64c3a252	0	0	0	0	0	0	0	0	0	0	252	816	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__
49ccd7a8940970edb88ea1b9939e2737	0	0	94	0	0	0	0	0	153	177	71	566	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Gemmiger; s__formicilis
a9fb6c06ed691c214e5470c4826ce39a	0	0	0	0	0	0	0	0	961	79	0	0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri
